강원도 강릉시 교동	140-16	140	16	강릉역 블루핀	월세	22	202204	20	300	50	13	2020	강릉대로 285	-	-	-
충청남도 천안서북구 백석동	1054	1054	0	천안 백석 하우스토리 엔시티	월세	20.96	202204	6	100	50	4	2020	한들1로 218	-	-	-
충청남도 천안서북구 백석동	1054	1054	0	천안 백석 하우스토리 엔시티	전세	20.96	202204	7	"8,500"	0	7	2020	한들1로 218	-	-	-
충청남도 천안서북구 백석동	1054	1054	0	천안 백석 하우스토리 엔시티	전세	32.51	202204	9	"16,000"	0	8	2020	한들1로 218	-	-	-
충청남도 천안서북구 백석동	1054	1054	0	천안 백석 하우스토리 엔시티	전세	20.96	202204	14	"8,000"	0	2	2020	한들1로 218	-	-	-
충청남도 천안서북구 백석동	1054	1054	0	천안 백석 하우스토리 엔시티	월세	20.96	202204	16	300	41	5	2020	한들1로 218	-	-	-
충청남도 천안서북구 불당동	1614	1614	0	천안 불당 지웰시티푸르지오 2단지	전세	84.93	202204	11	"7,000"	0	18	2017	불당26로 50	-	-	-
충청남도 천안서북구 백석동	868	868	0	천안베스트빌2차	월세	38.56	202204	2	500	45	7	2016	백석3로 130-13	-	-	-
충청남도 천안서북구 백석동	868	868	0	천안베스트빌2차	전세	38.56	202204	5	"9,800"	0	3	2016	백석3로 130-13	-	-	-
충청남도 천안서북구 백석동	868	868	0	천안베스트빌2차	전세	38.56	202204	6	"11,000"	0	5	2016	백석3로 130-13	-	-	-
충청남도 천안서북구 백석동	868	868	0	천안베스트빌2차	전세	38.47	202204	19	"10,000"	0	7	2016	백석3로 130-13	-	-	-
충청남도 천안서북구 백석동	868	868	0	천안베스트빌2차	월세	39.14	202204	29	"2,000"	40	8	2016	백석3로 130-13	-	-	-
충청남도 천안서북구 백석동	870	870	0	천안베스트빌3차	월세	42.63	202204	25	"2,000"	45	7	2016	백석3로 130-5	-	-	-
충청남도 천안서북구 불당동	1280	1280	0	천안불당 시티프라디움 3차	전세	84.95	202204	13	"21,000"	0	45	2018	공원로 176	-	-	-
충청남도 천안서북구 불당동	1280	1280	0	천안불당 시티프라디움 3차	전세	84.95	202204	21	"20,000"	0	46	2018	공원로 176	-	-	-
충청남도 천안서북구 불당동	1283	1283	0	천안불당 시티프라디움 4차	전세	84.95	202204	23	"20,500"	0	25	2020	공원로 177	-	-	-
충청남도 천안서북구 불당동	1284	1284	0	천안불당2차 중흥S-클래스 프라디움레이크	전세	84.99	202204	9	"19,000"	0	26	null	 	-	-	-
충청남도 천안서북구 불당동	1284	1284	0	천안불당2차 중흥S-클래스 프라디움레이크	전세	84.87	202204	19	"20,000"	0	33	null	 	-	-	-
충청남도 천안서북구 불당동	1284	1284	0	천안불당2차 중흥S-클래스 프라디움레이크	전세	84.87	202204	29	"20,000"	0	33	null	 	-	-	-
충청남도 천안서북구 차암동	435	435	0	천안비즈타워	월세	15.68	202204	6	"1,000"	23	12	2015	3공단6로 58-8	-	-	-
충청남도 천안서북구 차암동	435	435	0	천안비즈타워	월세	15.68	202204	15	200	32	7	2015	3공단6로 58-8	-	-	-
충청남도 아산시 배방읍 장재리	1729	1729	0	천안아산 미소지움	월세	49.66	202204	15	"2,000"	75	12	2018	희망로46번길 11-9	-	-	-
충청남도 아산시 배방읍 장재리	1729	1729	0	천안아산 미소지움	월세	41.23	202204	22	"2,000"	50	10	2018	희망로46번길 11-9	-	-	-
충청남도 아산시 배방읍 장재리	1729	1729	0	천안아산 미소지움	전세	41.23	202204	23	"19,500"	0	10	2018	희망로46번길 11-9	-	-	-
충청남도 아산시 배방읍 장재리	1729	1729	0	천안아산 미소지움	전세	49.3	202204	27	"20,000"	0	19	2018	희망로46번길 11-9	-	-	-
충청남도 아산시 배방읍 장재리	1739	1739	0	천안아산역 더리브	전세	77.33	202204	7	"26,000"	0	11	2021	연화로 99	-	-	-
충청남도 아산시 배방읍 장재리	1739	1739	0	천안아산역 더리브	전세	84.92	202204	14	"28,000"	0	42	2021	연화로 99	-	-	-
충청남도 아산시 배방읍 장재리	1739	1739	0	천안아산역 더리브	전세	77.17	202204	20	"26,000"	0	38	2021	연화로 99	-	-	-
부산광역시 부산진구 전포동	148-5	148	5	천우 스카이 뷰 1차	전세	72.16	202204	30	"23,000"	0	10	2017	 	-	-	-
서울특별시 강동구 천호동	166-107	166	107	천호동 오피스텔	전세	36.31	202204	11	"18,500"	0	2	2003	천호대로163길 29-11	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.24	202204	1	"19,000"	0	10	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	25.24	202204	4	"2,000"	61	23	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	25.24	202204	6	"1,000"	65	13	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	24.84	202204	6	"1,000"	65	15	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.24	202204	7	"18,000"	0	7	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.24	202204	7	"19,000"	0	21	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	25.24	202204	8	"1,000"	70	21	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	27.44	202204	9	"22,000"	0	31	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.24	202204	12	"18,500"	0	22	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	25.51	202204	14	"1,000"	70	31	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	27.44	202204	15	"20,685"	0	32	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	26.27	202204	18	"1,000"	70	12	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.5	202204	20	"17,600"	0	22	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	25.24	202204	20	"1,000"	70	9	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	26.61	202204	21	"2,000"	63	15	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.06	202204	21	"18,500"	0	16	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	월세	24.84	202204	23	"1,000"	70	24	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.12	202204	26	"19,000"	0	16	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	26.27	202204	26	"17,430"	0	14	2015	구천면로 192	-	-	-
서울특별시 강동구 천호동	425-3	425	3	천호역 한강 푸르지오시티	전세	25.24	202204	27	"19,000"	0	10	2015	구천면로 192	-	-	-
경기도 광명시 철산동	473-14	473	14	철산동 오피스텔	월세	23.75	202204	8	500	45	11	2003	오리로 887	-	-	-
경기도 광명시 철산동	473-14	473	14	철산동 오피스텔	월세	25.2	202204	12	500	45	13	2003	오리로 887	-	-	-
광주광역시 광산구 쌍암동	688-2	688	2	첨단 대라수 어썸시티	전세	84.88	202204	25	"15,900"	0	11	2020	첨단중앙로182번길 90	-	-	-
광주광역시 광산구 쌍암동	685-11	685	11	첨단센트럴파크3차	전세	49.34	202204	11	"15,000"	0	8	2020	임방울대로825번길 22-19	-	-	-
광주광역시 광산구 쌍암동	685-11	685	11	첨단센트럴파크3차	월세	49.34	202204	13	"1,000"	65	7	2020	임방울대로825번길 22-19	-	-	-
광주광역시 광산구 쌍암동	685-11	685	11	첨단센트럴파크3차	월세	49.34	202204	19	"1,000"	65	9	2020	임방울대로825번길 22-19	-	-	-
광주광역시 광산구 쌍암동	685-11	685	11	첨단센트럴파크3차	전세	49.34	202204	22	"18,000"	0	10	2020	임방울대로825번길 22-19	-	-	-
광주광역시 광산구 월계동	888-6	888	6	첨단트레비엔 H-CITY	월세	29.01	202204	1	"8,000"	32	6	2022	첨단중앙로106번길 25	-	-	-
광주광역시 광산구 월계동	888-6	888	6	첨단트레비엔 H-CITY	전세	29.01	202204	4	"13,000"	0	13	2022	첨단중앙로106번길 25	-	-	-
광주광역시 광산구 월계동	888-6	888	6	첨단트레비엔 H-CITY	월세	29.01	202204	4	"1,000"	57	3	2022	첨단중앙로106번길 25	-	-	-
광주광역시 광산구 월계동	888-6	888	6	첨단트레비엔 H-CITY	월세	29.01	202204	7	500	57	3	2022	첨단중앙로106번길 25	-	-	-
광주광역시 광산구 월계동	888-6	888	6	첨단트레비엔 H-CITY	전세	24.27	202204	8	"11,000"	0	19	2022	첨단중앙로106번길 25	-	-	-
광주광역시 광산구 월계동	888-6	888	6	첨단트레비엔 H-CITY	전세	29.01	202204	17	"13,000"	0	6	2022	첨단중앙로106번길 25	-	-	-
서울특별시 동대문구 용두동	255-71	255	71	청계 다우아트리체	월세	16.99	202204	8	"1,000"	67	9	2019	청계천로 505	-	-	-
서울특별시 동대문구 용두동	255-71	255	71	청계 다우아트리체	전세	16.99	202204	18	"16,800"	0	14	2019	청계천로 505	-	-	-
서울특별시 동대문구 용두동	255-71	255	71	청계 다우아트리체	전세	17.23	202204	25	"16,800"	0	9	2019	청계천로 505	-	-	-
서울특별시 중구 황학동	1720	1720	0	청계 블루카운티	전세	52.37	202204	1	"31,500"	0	7	2018	난계로23길 27	-	-	-
서울특별시 중구 황학동	1720	1720	0	청계 블루카운티	전세	52.37	202204	16	"31,000"	0	4	2018	난계로23길 27	-	-	-
서울특별시 중구 황학동	1720	1720	0	청계 블루카운티	월세	26.19	202204	29	"21,000"	10	10	2018	난계로23길 27	-	-	-
서울특별시 동대문구 용두동	255-49	255	49	청계 한양아이클래스	전세	18.35	202204	2	"16,400"	0	11	2019	 	-	-	-
서울특별시 동대문구 용두동	255-49	255	49	청계 한양아이클래스	전세	18.35	202204	2	"15,215"	0	6	2019	 	-	-	-
서울특별시 동대문구 용두동	255-49	255	49	청계 한양아이클래스	월세	18.35	202204	12	"3,500"	42	11	2019	 	-	-	-
서울특별시 동대문구 용두동	255-70	255	70	청계다우 아트리체 디벨	전세	19.96	202204	8	"20,000"	0	8	2020	청계천로 503	-	-	-
서울특별시 동대문구 용두동	255-70	255	70	청계다우 아트리체 디벨	전세	26.65	202204	13	"28,000"	0	15	2020	청계천로 503	-	-	-
서울특별시 중구 흥인동	01월 13일	13	1	청계천 두산위브더제니스	월세	46.23	202204	9	"1,000"	140	6	2014	 	-	-	-
서울특별시 중구 흥인동	01월 13일	13	1	청계천 두산위브더제니스	월세	40.89	202204	11	"1,000"	130	6	2014	 	-	-	-
서울특별시 중구 흥인동	01월 13일	13	1	청계천 두산위브더제니스	월세	46.74	202204	11	"1,000"	140	14	2014	 	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	전세	32.62	202204	6	"9,000"	0	12	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	월세	30.98	202204	7	500	45	5	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	월세	30.98	202204	9	"3,000"	36	5	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	전세	32.62	202204	12	"10,290"	0	11	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	월세	30.98	202204	16	500	48	10	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	전세	32.62	202204	21	"10,000"	0	9	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	전세	30.98	202204	25	"10,200"	0	6	2005	경수대로 408	-	-	-
경기도 수원권선구 권선동	1010-1	1010	1	청광 노블하임	월세	32.62	202204	25	500	46	4	2005	경수대로 408	-	-	-
서울특별시 동대문구 신설동	100-2	100	2	청광플러스원 청계Ⅱ	전세	17.76	202204	15	"19,000"	0	8	2021	청계천로 439	-	-	-
서울특별시 동대문구 신설동	100-2	100	2	청광플러스원 청계Ⅱ	전세	18.88	202204	15	"20,000"	0	5	2021	청계천로 439	-	-	-
서울특별시 동대문구 신설동	100-2	100	2	청광플러스원 청계Ⅱ	전세	17.76	202204	23	"19,000"	0	13	2021	청계천로 439	-	-	-
서울특별시 동대문구 신설동	109-8	109	8	청광플러스원청계오피스텔	전세	18.7	202204	11	"17,000"	0	4	2020	청계천로 425	-	-	-
서울특별시 동대문구 신설동	109-8	109	8	청광플러스원청계오피스텔	월세	17.12	202204	18	500	60	10	2020	청계천로 425	-	-	-
서울특별시 동대문구 신설동	109-8	109	8	청광플러스원청계오피스텔	전세	16.49	202204	23	"17,325"	0	19	2020	청계천로 425	-	-	-
서울특별시 동대문구 신설동	109-8	109	8	청광플러스원청계오피스텔	전세	17.12	202204	26	"16,380"	0	5	2020	청계천로 425	-	-	-
서울특별시 강동구 길동	457	457	0	청광플러스원큐브2차	월세	20.03	202204	16	"1,000"	45	2	2013	천호대로175길 10	-	-	-
서울특별시 강동구 길동	415-16	415	16	청광플러스원큐브3차	월세	17.69	202204	1	500	50	5	2014	진황도로 87	-	-	-
서울특별시 강동구 길동	415-16	415	16	청광플러스원큐브3차	월세	17.69	202204	5	"11,000"	5	6	2014	진황도로 87	-	-	-
서울특별시 강동구 길동	415-16	415	16	청광플러스원큐브3차	월세	17.69	202204	5	500	49	4	2014	진황도로 87	-	-	-
서울특별시 강동구 길동	415-16	415	16	청광플러스원큐브3차	월세	17.69	202204	9	500	47	3	2014	진황도로 87	-	-	-
경기도 성남분당구 수내동	11월 01일	11	1	청구블루빌	월세	42.12	202204	7	"1,000"	70	7	2000	황새울로 224	-	-	-
경기도 성남분당구 수내동	11월 01일	11	1	청구블루빌	전세	37.4	202204	13	"13,000"	0	3	2000	황새울로 224	-	-	-
경기도 용인수지구 죽전동	429-2	429	2	청담 그랑쥬테	월세	71.24	202204	30	"5,000"	100	7	null	달맞이로 35	-	-	-
서울특별시 강서구 화곡동	920-17	920	17	청담라인씨티	월세	29.68	202204	7	"10,000"	29	3	2018	곰달래로 84	-	-	-
서울특별시 강서구 화곡동	920-17	920	17	청담라인씨티	월세	29.68	202204	14	"10,000"	30	4	2018	곰달래로 84	-	-	-
서울특별시 강서구 화곡동	920-17	920	17	청담라인씨티	월세	29.8	202204	14	"12,000"	26	4	2018	곰달래로 84	-	-	-
서울특별시 강서구 화곡동	920-17	920	17	청담라인씨티	월세	24.38	202204	15	"14,700"	2	4	2018	곰달래로 84	-	-	-
서울특별시 강서구 화곡동	920-17	920	17	청담라인씨티	월세	29.68	202204	27	"14,000"	12	5	2018	곰달래로 84	-	-	-
서울특별시 강남구 삼성동	Feb-58	58	2	청담역 푸르지오시티	전세	25.84	202204	5	"28,000"	0	11	2014	영동대로 647	-	-	-
서울특별시 강남구 삼성동	Feb-58	58	2	청담역 푸르지오시티	월세	25.84	202204	13	"2,000"	110	9	2014	영동대로 647	-	-	-
인천광역시 부평구 십정동	402-24	402	24	청담오피스텔	월세	22.38	202204	22	300	29	6	2003	동암광장로14번길 17	-	-	-
인천광역시 서구 청라동	167-29	167	29	청라 디오스텔	전세	19.57	202204	4	"8,400"	0	3	2018	청라에메랄드로76번길 7	-	-	-
인천광역시 서구 청라동	167-29	167	29	청라 디오스텔	월세	21.5	202204	7	400	37	4	2018	청라에메랄드로76번길 7	-	-	-
인천광역시 서구 청라동	167-29	167	29	청라 디오스텔	월세	19.57	202204	16	300	44	13	2018	청라에메랄드로76번길 7	-	-	-
인천광역시 서구 청라동	167-29	167	29	청라 디오스텔	월세	21.5	202204	23	"3,000"	25	13	2018	청라에메랄드로76번길 7	-	-	-
인천광역시 서구 청라동	Jul-96	96	7	청라 레이크 봄	전세	25.15	202204	9	"10,500"	0	6	2020	청라한내로100번길 8-28	-	-	-
인천광역시 서구 청라동	Jul-96	96	7	청라 레이크 봄	전세	25.15	202204	9	"9,970"	0	10	2020	청라한내로100번길 8-28	-	-	-
인천광역시 서구 청라동	Jul-96	96	7	청라 레이크 봄	월세	25.15	202204	23	500	40	6	2020	청라한내로100번길 8-28	-	-	-
인천광역시 서구 청라동	Jul-96	96	7	청라 레이크 봄	월세	25.15	202204	26	"1,000"	31	7	2020	청라한내로100번길 8-28	-	-	-
인천광역시 서구 청라동	159-1	159	1	청라 롯데캐슬	월세	58.57	202204	6	"1,000"	84	42	2013	청라커낼로 252	-	-	-
인천광역시 서구 청라동	159-1	159	1	청라 롯데캐슬	전세	58.57	202204	9	"24,000"	0	32	2013	청라커낼로 252	-	-	-
인천광역시 서구 청라동	159-1	159	1	청라 롯데캐슬	전세	102.13	202204	29	"30,000"	0	15	2013	청라커낼로 252	-	-	-
인천광역시 서구 청라동	159-1	159	1	청라 롯데캐슬	전세	58.57	202204	30	"16,800"	0	14	2013	청라커낼로 252	-	-	-
인천광역시 서구 청라동	159-1	159	1	청라 롯데캐슬	전세	102.13	202204	30	"33,000"	0	20	2013	청라커낼로 252	-	-	-
인천광역시 서구 청라동	157-6	157	6	청라 봄빌딩	월세	24.86	202204	5	500	59	10	2017	청라커낼로288번길 8-10	-	-	-
인천광역시 서구 청라동	157-6	157	6	청라 봄빌딩	전세	24.86	202204	7	"10,500"	0	9	2017	청라커낼로288번길 8-10	-	-	-
인천광역시 서구 청라동	157-6	157	6	청라 봄빌딩	전세	24.86	202204	8	"11,000"	0	9	2017	청라커낼로288번길 8-10	-	-	-
인천광역시 서구 청라동	157-6	157	6	청라 봄빌딩	전세	21.83	202204	13	"9,450"	0	4	2017	청라커낼로288번길 8-10	-	-	-
인천광역시 서구 청라동	157-6	157	6	청라 봄빌딩	전세	24.86	202204	19	"11,200"	0	5	2017	청라커낼로288번길 8-10	-	-	-
인천광역시 서구 청라동	162-22	162	22	청라 에일린의뜰	전세	32.51	202204	1	"9,450"	0	6	2011	청라라임로 51	-	-	-
인천광역시 서구 청라동	162-22	162	22	청라 에일린의뜰	전세	31.43	202204	9	"9,500"	0	12	2011	청라라임로 51	-	-	-
인천광역시 서구 청라동	162-22	162	22	청라 에일린의뜰	월세	28.51	202204	19	500	47	6	2011	청라라임로 51	-	-	-
인천광역시 서구 청라동	162-22	162	22	청라 에일린의뜰	전세	32.88	202204	19	"10,200"	0	9	2011	청라라임로 51	-	-	-
인천광역시 서구 청라동	162-22	162	22	청라 에일린의뜰	전세	32.51	202204	20	"10,000"	0	4	2011	청라라임로 51	-	-	-
인천광역시 서구 청라동	162-22	162	22	청라 에일린의뜰	월세	32.51	202204	22	500	50	5	2011	청라라임로 51	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	34.59	202204	1	"16,000"	0	7	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	33.58	202204	2	"16,000"	0	14	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	34.59	202204	4	"17,000"	0	10	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	월세	33.58	202204	8	500	80	12	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	34.59	202204	12	"17,000"	0	17	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	34.59	202204	13	"17,000"	0	18	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	33.58	202204	15	"16,500"	0	14	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	월세	33.58	202204	20	500	110	22	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	Jan-95	95	1	청라 큐브시그니처 1차 오피스텔	전세	33.58	202204	26	"17,000"	0	12	2021	청라한내로100번길 10	-	-	-
인천광역시 서구 청라동	152-2	152	2	청라레이크뷰	월세	36.97	202204	1	500	60	12	2016	크리스탈로 94	-	-	-
인천광역시 서구 청라동	152-2	152	2	청라레이크뷰	전세	36.97	202204	7	"13,500"	0	4	2016	크리스탈로 94	-	-	-
인천광역시 서구 청라동	152-2	152	2	청라레이크뷰	전세	63.49	202204	15	"18,900"	0	9	2016	크리스탈로 94	-	-	-
인천광역시 서구 청라동	152-2	152	2	청라레이크뷰	전세	61.6	202204	23	"23,000"	0	10	2016	크리스탈로 94	-	-	-
인천광역시 서구 청라동	167-1	167	1	청라리치아노	월세	32.77	202204	7	500	44	8	2012	청라에메랄드로102번길 10	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	2	"24,000"	0	37	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	4	"22,000"	0	29	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	월세	59.99	202204	4	"1,000"	120	20	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	월세	59.99	202204	4	"1,000"	120	5	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	9	"25,000"	0	34	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	월세	59.99	202204	11	500	140	40	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	14	"22,050"	0	15	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	월세	59.99	202204	15	"1,000"	140	36	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	16	"23,000"	0	6	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	18	"24,000"	0	33	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	160-1	160	1	청라린스트라우스	전세	59.99	202204	23	"25,000"	0	32	2013	청라라임로 85	-	-	-
인천광역시 서구 청라동	156-1	156	1	청라센트럴에일린의뜰	전세	45.49	202204	4	"17,364"	0	17	2018	청라커낼로 300	-	-	-
인천광역시 서구 청라동	152-7	152	7	청라아리스타	전세	19.14	202204	1	"10,500"	0	5	2020	크리스탈로102번길 8-24	-	-	-
인천광역시 서구 청라동	152-7	152	7	청라아리스타	전세	19.14	202204	10	"10,000"	0	7	2020	크리스탈로102번길 8-24	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	22.99	202204	1	"2,000"	37	18	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	1	"22,000"	0	23	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	22.99	202204	1	500	37	3	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.88	202204	2	"25,000"	0	16	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.42	202204	2	"17,800"	0	25	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	5	"23,200"	0	13	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.42	202204	6	"22,000"	0	18	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	6	"23,000"	0	10	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	22.99	202204	7	500	50	24	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	22.99	202204	9	"11,550"	0	6	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.42	202204	9	"25,000"	0	21	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	22.99	202204	12	"11,400"	0	20	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.42	202204	13	"21,000"	0	22	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	52.08	202204	13	"2,000"	100	26	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	52.32	202204	13	500	77	11	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.42	202204	18	"25,000"	0	19	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	47.99	202204	21	"1,000"	95	12	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	21	"23,000"	0	22	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	22.99	202204	21	"12,000"	0	5	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	22	"24,500"	0	21	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	27	"23,000"	0	14	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	47.99	202204	27	"22,000"	0	14	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	월세	47.99	202204	30	"8,000"	46	18	2019	청라커낼로260번길 27	-	-	-
인천광역시 서구 청라동	157-21	157	21	청라한신더휴커낼웨이	전세	51.42	202204	30	"23,000"	0	19	2019	청라커낼로260번길 27	-	-	-
서울특별시 동대문구 전농동	620-4	620	4	청량리 창보 리버리치2	월세	19.74	202204	3	"5,000"	50	13	2021	왕산로 192	-	-	-
서울특별시 동대문구 전농동	620-4	620	4	청량리 창보 리버리치2	월세	41.86	202204	5	"10,000"	100	11	2021	왕산로 192	-	-	-
서울특별시 동대문구 전농동	620-4	620	4	청량리 창보 리버리치2	월세	19.74	202204	22	"1,000"	70	15	2021	왕산로 192	-	-	-
서울특별시 동대문구 전농동	620-27	620	27	청량리 창보리버리치 1차	전세	43.5	202204	26	"36,750"	0	13	2020	답십리로1길 39-5	-	-	-
서울특별시 관악구 봉천동	921-6	921	6	청룡오피스텔	월세	13.2	202204	7	500	28	4	2005	청룡4길 32	-	-	-
